id,class,consumer,site,detail,count,disposition
D2454,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_TextExports::InitializeComponent,nudExFileLines,1,UNREVIEWED
D2455,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_TextExports::InitializeComponent,tbClipIP,1,UNREVIEWED
D2456,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_TextExports::InitializeComponent,tbExFileName,1,UNREVIEWED
D2457,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_TextExports::InitializeComponent,tbExFilePrefix,1,UNREVIEWED
D2458,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,Options_WebServer,1,UNREVIEWED
D2459,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,btnEchoAll,1,UNREVIEWED
D2460,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,btnEchoRecent,1,UNREVIEWED
D2461,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,cbWebServerEnabled,1,UNREVIEWED
D2462,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,cbWebServerShowReq,1,UNREVIEWED
D2463,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,groupBox28,1,UNREVIEWED
D2464,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,lblWebServerConnections,1,UNREVIEWED
D2465,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,lblWebServerPort,1,UNREVIEWED
D2466,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,nudWebServerPort,1,UNREVIEWED
D2467,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_WebServer::InitializeComponent,rtbWebServerLog,1,UNREVIEWED
D2468,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,Add,2,UNREVIEWED
D2469,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,Options_XmlShare,1,UNREVIEWED
D2470,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,Remove,2,UNREVIEWED
D2471,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareAddBanned,1,UNREVIEWED
D2472,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareAddTrusted,1,UNREVIEWED
D2473,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareDelete,1,UNREVIEWED
D2474,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareImport,1,UNREVIEWED
D2475,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareRemoveBanned,1,UNREVIEWED
D2476,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,btnShareRemoveTrusted,1,UNREVIEWED
D2477,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,clbShareBanned,1,UNREVIEWED
D2478,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,clbShareTrusted,1,UNREVIEWED
D2479,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,groupBox4,1,UNREVIEWED
D2480,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,groupBox5,1,UNREVIEWED
D2481,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,groupBox6,1,UNREVIEWED
D2482,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,lbShareIncoming,1,UNREVIEWED
D2483,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,tableLayoutPanel2,1,UNREVIEWED
D2484,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,tbShareIncomingPreview,1,UNREVIEWED
D2485,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlShare::InitializeComponent,tbSharePlayerName,1,UNREVIEWED
D2486,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,Options_XmlSubs,1,UNREVIEWED
D2487,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,Remove,1,UNREVIEWED
D2488,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,btnSubAdd,1,UNREVIEWED
D2489,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,btnSubCheckNow,1,UNREVIEWED
D2490,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,btnSubQuery,1,UNREVIEWED
D2491,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,btnSubRemove,1,UNREVIEWED
D2492,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,btnSubUpdateChecked,1,UNREVIEWED
D2493,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,clbSubs,1,UNREVIEWED
D2494,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,groupBox1,1,UNREVIEWED
D2495,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,groupBox2,1,UNREVIEWED
D2496,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,groupBox3,1,UNREVIEWED
D2497,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,label2,1,UNREVIEWED
D2498,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,linkSubBrowser,1,UNREVIEWED
D2499,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,rbSubAuto,1,UNREVIEWED
D2500,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,rbSubIgnore,1,UNREVIEWED
D2501,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,rbSubNotify,1,UNREVIEWED
D2502,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,rtbSubInfo,1,UNREVIEWED
D2503,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,tableLayoutPanel1,1,UNREVIEWED
D2504,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Options_XmlSubs::InitializeComponent,tbSubUrl,1,UNREVIEWED
D2505,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::GetAssemblyInfoFromSource,GetAssemblyInfoFromSource,1,UNREVIEWED
D2506,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,PluginListingPanel,1,UNREVIEWED
D2507,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,Title,1,UNREVIEWED
D2508,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,btnDn,1,UNREVIEWED
D2509,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,btnUp,1,UNREVIEWED
D2510,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,cbEnabled,1,UNREVIEWED
D2511,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,lblStatus,1,UNREVIEWED
D2512,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,lblTitle,1,UNREVIEWED
D2513,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.PluginListingPanel::InitializeComponent,pInfo,1,UNREVIEWED
D2514,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_camera2,camera2,1,UNREVIEWED
D2515,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_down_24px,down_24px,1,UNREVIEWED
D2516,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_down_2x,down_2x,1,UNREVIEWED
D2517,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_left_24px,left_24px,1,UNREVIEWED
D2518,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_left_2x,left_2x,1,UNREVIEWED
D2519,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_paste3,paste3,1,UNREVIEWED
D2520,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_paste3_24px,paste3_24px,1,UNREVIEWED
D2521,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_paste3_2x,paste3_2x,1,UNREVIEWED
D2522,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_play,play,1,UNREVIEWED
D2523,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_play_24px,play_24px,1,UNREVIEWED
D2524,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_play_2x,play_2x,1,UNREVIEWED
D2525,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_reorder,reorder,1,UNREVIEWED
D2526,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_right,right,1,UNREVIEWED
D2527,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_right_24px,right_24px,1,UNREVIEWED
D2528,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_right_2x,right_2x,1,UNREVIEWED
D2529,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_up_24px,up_24px,1,UNREVIEWED
D2530,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.Properties.Resources::get_up_2x,up_2x,1,UNREVIEWED
D2531,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::AddControlSetting,ButtonPainted,1,UNREVIEWED
D2532,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::AddControlSetting,CheckboxButtonPainted,1,UNREVIEWED
D2533,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::AddControlSetting,ColorControl,1,UNREVIEWED
D2534,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::AddControlSetting,FontColorControl,1,UNREVIEWED
D2535,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ExportToXml,ButtonPainted,1,UNREVIEWED
D2536,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ExportToXml,CheckboxButtonPainted,1,UNREVIEWED
D2537,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ExportToXml,ColorControl,2,UNREVIEWED
D2538,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ExportToXml,FontColorControl,2,UNREVIEWED
D2539,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ExportToXml,Name,19,UNREVIEWED
D2540,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ImportFromXml,ButtonPainted,1,UNREVIEWED
D2541,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ImportFromXml,CheckboxButtonPainted,1,UNREVIEWED
D2542,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ImportFromXml,ColorControl,1,UNREVIEWED
D2543,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ImportFromXml,FontColorControl,1,UNREVIEWED
D2544,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.SettingsSerializer::ImportFromXml,Name,19,UNREVIEWED
D2545,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::FadeOut,Opacity,1,UNREVIEWED
D2546,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,Ignore,1,UNREVIEWED
D2547,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,TraySlider,2,UNREVIEWED
D2548,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,lblText,1,UNREVIEWED
D2549,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,lblTitle,1,UNREVIEWED
D2550,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,tlpBottom,1,UNREVIEWED
D2551,dynamic-string,Advanced Combat Tracker,Advanced_Combat_Tracker.TraySlider::InitializeComponent,tlpTop,1,UNREVIEWED
D2552,dynamic-string,Advanced Combat Tracker,WMPWrapper::.ctor,PlayStateChange,1,UNREVIEWED
D2553,dynamic-string,Advanced Combat Tracker,WMPWrapper::wmp_PlayStateChange,PlayStateChange,1,UNREVIEWED
D2554,dynamic-string,CactbotEventSource,Cactbot.CactbotEventSource::FetchUserFiles,language,1,UNREVIEWED
D2555,dynamic-string,CactbotEventSource,Cactbot.CactbotEventSource::RegisterPresets,Jobs,1,UNREVIEWED
D2556,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::.ctor,FFXIV_ACT_Plugin,1,UNREVIEWED
D2557,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetCurrentProcess,DataRepository,1,UNREVIEWED
D2558,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetCurrentProcess,GetCurrentFFXIVProcess,1,UNREVIEWED
D2559,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetGameRegion,DataRepository,1,UNREVIEWED
D2560,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetGameRegion,GetGameRegion,1,UNREVIEWED
D2561,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetLanguageId,DataRepository,1,UNREVIEWED
D2562,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::GetLanguageId,GetSelectedLanguageID,1,UNREVIEWED
D2563,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::RegisterProcessChangedHandler,DataSubscription,1,UNREVIEWED
D2564,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::RegisterProcessChangedHandler,ProcessChanged,3,UNREVIEWED
D2565,dynamic-string,CactbotEventSource,Cactbot.FFXIVPlugin::RegisterProcessChangedHandler,add_ProcessChanged,1,UNREVIEWED
D2566,dynamic-string,CactbotEventSource,Cactbot.VersionChecker::GetFFXIVPluginData,FFXIV_ACT_Plugin,1,UNREVIEWED
D2567,dynamic-string,CactbotEventSource,CactbotEventSource.loc.Strings::get_Version,Version,1,UNREVIEWED
D2568,dynamic-string,CactbotOverlay,Cactbot.AssemblyResolver::CustomAssemblyResolve,culture,2,UNREVIEWED
D2569,dynamic-string,CactbotOverlay,Cactbot.AssemblyResolver::CustomAssemblyResolve,name,1,UNREVIEWED
D2570,dynamic-string,FFXIV.Framework,<>c::<Attach>b__21_3,Container,1,UNREVIEWED
D2571,dynamic-string,FFXIV.Framework,<>c::<Attach>b__51_0,FFXIV_ACT_Plugin,1,UNREVIEWED
D2572,dynamic-string,FFXIV.Framework,<>c::<ShowSplash>b__7_0,FFXIV_ACT_Plugin,1,UNREVIEWED
D2573,dynamic-string,FFXIV.Framework,<>c::<UpdateEnmityFromOverlayPlugin>b__130_0,Enmity,1,UNREVIEWED
D2574,dynamic-string,FFXIV.Framework,<>c::<UpdateEnmityFromOverlayPlugin>b__130_1,ID,1,UNREVIEWED
D2575,dynamic-string,FFXIV.Framework,<>c::<UpdateVersionInfo>b__11_0,FFXIV_ACT_Plugin,1,UNREVIEWED
D2576,dynamic-string,FFXIV.Framework,<>c__DisplayClass145_0::<RefreshBoss>b__3,Typeid,1,UNREVIEWED
D2577,dynamic-string,FFXIV.Framework,<GetActionsAsync>d__16::MoveNext,Action,1,UNREVIEWED
D2578,dynamic-string,FFXIV.Framework,<GetActionsAsync>d__16::MoveNext,language,1,UNREVIEWED
D2579,dynamic-string,FFXIV.Framework,<PerformUpdateTask>d__33::MoveNext,update,1,UNREVIEWED
D2580,dynamic-string,FFXIV.Framework,DelegateFactory::.ctor,factory,1,UNREVIEWED
D2581,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Address,1,UNREVIEWED
D2582,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,BNpcID,1,UNREVIEWED
D2583,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,BNpcNameID,1,UNREVIEWED
D2584,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CastBuffID,1,UNREVIEWED
D2585,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CastDurationCurrent,1,UNREVIEWED
D2586,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CastDurationMax,1,UNREVIEWED
D2587,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CastTargetID,1,UNREVIEWED
D2588,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CurrentCP,1,UNREVIEWED
D2589,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CurrentGP,1,UNREVIEWED
D2590,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CurrentHP,1,UNREVIEWED
D2591,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CurrentMP,1,UNREVIEWED
D2592,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,CurrentWorldID,1,UNREVIEWED
D2593,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,EffectiveDistance,1,UNREVIEWED
D2594,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Heading,1,UNREVIEWED
D2595,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,ID,1,UNREVIEWED
D2596,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,IsCasting,1,UNREVIEWED
D2597,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Job,1,UNREVIEWED
D2598,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,JobID,1,UNREVIEWED
D2599,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Level,1,UNREVIEWED
D2600,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,MaxCP,1,UNREVIEWED
D2601,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,MaxGP,1,UNREVIEWED
D2602,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,MaxHP,1,UNREVIEWED
D2603,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Name,1,UNREVIEWED
D2604,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,Order,1,UNREVIEWED
D2605,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,OwnerID,1,UNREVIEWED
D2606,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,PartyType,1,UNREVIEWED
D2607,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,TargetID,1,UNREVIEWED
D2608,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,WorldID,1,UNREVIEWED
D2609,dynamic-string,FFXIV.Framework,FFXIV.Framework.<>PropertyChangedEventArgs::.cctor,WorldName,1,UNREVIEWED
D2610,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.AppLog::get_HojoringConfig,config,1,UNREVIEWED
D2611,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.EnvironmentHelper::GetCompanyName,UNKNOWN,1,UNREVIEWED
D2612,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.EnvironmentHelper::GetProductName,UNKNOWN,1,UNREVIEWED
D2613,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.EnvironmentHelper::IsValidPluginLoadOrder,FFXIV_ACT_Plugin,1,UNREVIEWED
D2614,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.MasterFilePublisher::Publish,resources,1,UNREVIEWED
D2615,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.PlayDevice::set_ID,ID,1,UNREVIEWED
D2616,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.PlayDevice::set_Name,Name,1,UNREVIEWED
D2617,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.TimeConverter::ToText,Earth,1,UNREVIEWED
D2618,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.TimeConverter::ToText,Lightning,1,UNREVIEWED
D2619,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.TimeConverter::ToText,Water,1,UNREVIEWED
D2620,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.TreeSource::set_Content,Content,1,UNREVIEWED
D2621,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.UpdateChecker::DumpEnvironment,Version,1,UNREVIEWED
D2622,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.UpdateChecker::DumpEnvironment,caption,1,UNREVIEWED
D2623,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.UpdateChecker::GetHojoringVersion,Version,1,UNREVIEWED
D2624,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.UpdateChecker::ShowSplash,ShowSplash,1,UNREVIEWED
D2625,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.UpdateChecker::ShowSplash,Version,1,UNREVIEWED
D2626,dynamic-string,FFXIV.Framework,FFXIV.Framework.Common.WipeoutKeywords::.cctor,WIPEOUT,1,UNREVIEWED
D2627,dynamic-string,FFXIV.Framework,FFXIV.Framework.Dialog.ColorDialogResult::.ctor,ColorDialogResult,1,UNREVIEWED
D2628,dynamic-string,FFXIV.Framework,FFXIV.Framework.Dialog.FontDialogResult::.ctor,FontDialogResult,1,UNREVIEWED
D2629,dynamic-string,FFXIV.Framework,FFXIV.Framework.Extensions.RegexExtensions::TryGetDuration,duration,1,UNREVIEWED
D2630,dynamic-string,FFXIV.Framework,FFXIV.Framework.Updater.FFXIVFrameworkUpdater::GetIgnoreList,config,1,UNREVIEWED
D2631,dynamic-string,FFXIV.Framework,FFXIV.Framework.Updater.FFXIVFrameworkUpdater::TryRestartACT,RestartACT,1,UNREVIEWED
D2632,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.CommonViewHelper::AddCommonView,Hojoring,1,UNREVIEWED
D2633,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.Controls.TextPath::.cctor,Origin,1,UNREVIEWED
D2634,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.ViewModels.HelpViewModel::<.ctor>b__0_0,Log,1,UNREVIEWED
D2635,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.ViewModels.HelpViewModel::SaveSupportInfoCore,Config,2,UNREVIEWED
D2636,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.ViewModels.HelpViewModel::set_EorzeaTime,EorzeaTime,1,UNREVIEWED
D2637,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.ViewModels.HelpViewModel::set_Zone,Zone,1,UNREVIEWED
D2638,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.Views.ModernMessageBox::ShowDialog,Caption,1,UNREVIEWED
D2639,dynamic-string,FFXIV.Framework,FFXIV.Framework.WPF.Views.ModernMessageBox::set_Caption,Caption,1,UNREVIEWED
D2640,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.CameraInfo::set_Heading,Heading,1,UNREVIEWED
D2641,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.CombatantEx::.cctor,Unknown,1,UNREVIEWED
D2642,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.CombatantsManager::GetPatryListByRole,MAGIC,1,UNREVIEWED
D2643,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.CombatantsManager::GetPatryListByRole,MELEE,1,UNREVIEWED
D2644,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.Jobs::.cctor,Unknown,6,UNREVIEWED
D2645,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::Attach,GetCombatantList,1,UNREVIEWED
D2646,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::Attach,Resolve,1,UNREVIEWED
D2647,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetCombatantID,ID,2,UNREVIEWED
D2648,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetCombatantID,Resolve,1,UNREVIEWED
D2649,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetCombatantListInternal,GetCombatantList,1,UNREVIEWED
D2650,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,Enmity,1,UNREVIEWED
D2651,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,HateRate,1,UNREVIEWED
D2652,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,ID,1,UNREVIEWED
D2653,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,Job,1,UNREVIEWED
D2654,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,Name,1,UNREVIEWED
D2655,dynamic-string,FFXIV.Framework,FFXIV.Framework.XIVHelper.OverlayPluginHelper::GetEnmityEntryList,OwnerID,1,UNREVIEWED
